order,amount,y
423.0,3.75,0
426.0,16.19,0
427.0,11.36,0
427.0,246.96,0
427.0,10.0,0
430.0,2.31,0
432.0,102.13,0
432.0,22.03,0
433.0,5.31,0
434.0,25.03,0
436.0,15.8,0
438.0,2.0,0
439.0,3.67,0
441.0,9.27,0
441.0,50.0,0
442.0,2.23,0
442.0,77.98,0
444.0,399.07,0
446.0,17.99,0
448.0,11.99,0
449.0,10.2,0
450.0,75.65,0
452.0,49.98,0
455.0,1.98,0
457.0,121.48,0
460.0,79.0,0
462.0,13.99,0
463.0,55.0,0
463.0,1.0,0
464.0,1.48,0
466.0,20.0,0
471.0,48.0,0
472.0,0.92,0
472.0,17.57,0
477.0,9.51,0
478.0,1.79,0
478.0,10.0,0
478.0,79.0,0
479.0,1.0,0
480.0,0.75,0
480.0,732.0,0
481.0,1015.61,0
481.0,11.5,0
483.0,20.74,0
483.0,4.42,0
487.0,7.48,0
487.0,91.76,0
487.0,8.99,0
488.0,64.99,0
490.0,3.44,0
491.0,18.45,0
491.0,9.99,0
491.0,10.0,0
492.0,632.4,0
494.0,54.99,0
495.0,834.84,0
496.0,29.0,0
496.0,50.99,0
497.0,8.83,0
498.0,5.0,0
499.0,1.98,0
499.0,22.83,0
499.0,92.82,0
502.0,45.56,0
503.0,268.93,0
503.0,712.82,0
504.0,24.9,0
508.0,2.27,0
509.0,114.0,0
509.0,6.99,0
509.0,8.28,0
510.0,1.99,0
510.0,35.93,0
511.0,8.93,0
511.0,37.96,0
512.0,80.0,0
513.0,4.69,0
513.0,7.0,0
513.0,64.0,0
514.0,36.61,0
514.0,30.49,0
517.0,10.0,0
518.0,4.45,0
519.0,0.89,0
521.0,69.99,0
523.0,15.19,0
523.0,42.64,0
524.0,37.89,0
524.0,52.05,0
525.0,79.54,0
528.0,3.71,0
528.0,25.41,0
529.0,1.5,0
530.0,1.98,0
530.0,1.0,0
530.0,12.0,0
532.0,75.17,0
533.0,291.36,0
534.0,25.0,0
535.0,8.5,0
536.0,15.0,0
536.0,0.89,0
536.0,102.0,0
537.0,27.34,0
538.0,158.0,0
539.0,35.64,0
539.0,1.0,0
541.0,67.1,0
544.0,11.46,0
547.0,6.85,0
547.0,1.48,0
549.0,30.0,0
550.0,2.99,0
550.0,317.25,0
551.0,23.97,0
553.0,986.31,0
553.0,10.08,0
556.0,206.77,0
557.0,3.95,0
558.0,17.68,0
559.0,50.2,0
562.0,10.99,0
564.0,48.0,0
564.0,9.99,0
564.0,12.9,0
566.0,18.56,0
569.0,15.25,0
571.0,9.99,0
571.0,2.89,0
572.0,8.98,0
572.0,158.0,0
574.0,0.76,0
579.0,80.0,0
579.0,5.98,0
581.0,13.79,0
582.0,18.0,0
583.0,10.77,0
586.0,4.49,0
586.0,29.56,0
588.0,0.01,0
588.0,275.89,0
589.0,1.0,0
589.0,15.0,0
590.0,50.0,0
597.0,11.46,0
598.0,605.5,0
599.0,0.99,0
600.0,0.89,0
600.0,11.98,0
600.0,2.72,0
602.0,120.02,0
604.0,10.8,0
604.0,26.57,0
605.0,10.0,0
605.0,134.7,0
605.0,17.5,0
607.0,69.99,0
608.0,15.0,0
609.0,69.99,0
610.0,59.9,0
610.0,174.88,0
611.0,19.98,0
611.0,99.0,0
611.0,8.38,0
614.0,2.68,0
614.0,21.5,0
617.0,12.99,0
619.0,24.9,0
619.0,25.99,0
623.0,105.16,0
623.0,1.98,0
626.0,10.99,0
626.0,30.5,0
629.0,4.0,0
630.0,223.25,0
630.0,79.0,0
631.0,57.64,0
634.0,68.7,0
634.0,29.9,0
636.0,32.51,0
636.0,29.48,0
636.0,2.5,0
637.0,4.88,0
639.0,54.8,0
640.0,125.86,0
643.0,589.21,0
643.0,13.99,0
646.0,114.34,0
647.0,23.43,0
647.0,8.99,0
647.0,18.56,0
648.0,28.14,0
649.0,4.52,0
649.0,12.0,0
650.0,4.95,0
651.0,4.2,0
651.0,4.99,0
654.0,0.05,0
654.0,1.0,0
655.0,24.9,0
656.0,1602.99,0
656.0,7.04,0
656.0,158.0,0
657.0,1.0,0
658.0,1.78,0
659.0,8.9,0
659.0,117.28,0
660.0,15.0,0
663.0,19.54,0
664.0,60.0,0
665.0,73.0,0
666.0,0.05,0
666.0,64.63,0
666.0,47.76,0
666.0,3.58,0
667.0,24.9,0
668.0,1.98,0
670.0,57.7,0
670.0,17.68,0
671.0,42.56,0
672.0,94.86,0
674.0,22.0,0
674.0,24.9,0
677.0,16.31,0
677.0,0.89,0
678.0,15.8,0
679.0,0.05,0
679.0,25.39,0
680.0,89.95,0
683.0,287.57,0
684.0,9.99,0
685.0,1.0,0
685.0,217.0,0
692.0,60.0,0
692.0,1.98,0
693.0,24.9,0
694.0,17.24,0
696.0,22.61,0
696.0,18.56,0
699.0,23.43,0
699.0,15.38,0
701.0,171.32,0
702.0,143.9,0
704.0,24.38,0
705.0,4.99,0
705.0,6.55,0
705.0,1.0,0
707.0,25.0,0
708.0,9.87,0
710.0,25.0,0
711.0,0.0,0
711.0,12.15,0
711.0,0.77,0
713.0,33.99,0
714.0,24.95,0
714.0,0.89,0
717.0,5.0,0
718.0,9.48,0
719.0,8.96,0
719.0,51.45,0
720.0,5.0,0
721.0,1.46,0
721.0,5.0,0
722.0,767.7,0
722.0,87.47,0
723.0,131.95,0
723.0,179.84,0
725.0,0.76,0
726.0,9.44,0
728.0,4.49,0
729.0,13.94,0
730.0,500.0,0
730.0,5.45,0
731.0,9.95,0
734.0,0.89,0
734.0,0.89,0
734.0,94.65,0
735.0,10.38,0
736.0,25.3,0
739.0,9.99,0
741.0,294.95,0
741.0,29.99,0
741.0,8.12,0
742.0,25.95,0
742.0,11.98,0
742.0,16.5,0
742.0,11.5,0
744.0,138.0,0
745.0,1.29,0
746.0,47.9,0
748.0,82.39,0
749.0,354.85,0
750.0,15.37,0
750.0,5.91,0
751.0,14.05,0
751.0,3.9,0
753.0,30.0,0
755.0,82.37,0
756.0,2.69,0
758.0,0.99,0
758.0,2.49,0
758.0,1.0,0
758.0,291.38,0
759.0,15.0,0
761.0,792.2,0
762.0,29.99,0
763.0,15.0,0
764.0,1.98,0
765.0,16.45,0
766.0,9.99,0
766.0,62.85,0
769.0,0.76,0
770.0,39.09,0
770.0,112.38,0
770.0,1.98,0
772.0,1.78,0
773.0,41.4,0
774.0,8.94,0
774.0,78.44,0
775.0,1528.9,0
776.0,88.88,0
776.0,29.0,0
777.0,237.98,0
778.0,9.73,0
780.0,8.0,0
783.0,1.0,0
784.0,14.2,0
784.0,5.07,0
784.0,37.5,0
784.0,203.83,0
788.0,5.42,0
788.0,9.95,0
789.0,7.69,0
789.0,11.38,0
790.0,1.29,0
791.0,52.93,0
792.0,3.37,0
793.0,7.82,0
793.0,9.31,0
802.0,11.99,0
803.0,34.9,0
804.0,1.0,0
804.0,0.0,0
805.0,13.0,0
805.0,8.9,0
805.0,1.0,0
807.0,74.64,0
810.0,6.0,0
811.0,5.35,0
816.0,5.8,0
817.0,8.04,0
820.0,0.0,0
821.0,309.0,0
821.0,82.5,0
822.0,156.04,0
823.0,17.5,0
824.0,144.0,0
828.0,11.5,0
830.0,186.14,0
833.0,8.0,0
836.0,10.0,0
840.0,8.99,0
841.0,6.1,0
841.0,6.99,0
843.0,14.99,0
844.0,1.0,0
852.0,1.0,0
854.0,21.03,0
856.0,23.9,0
857.0,2.49,0
861.0,10.0,0
861.0,15.0,0
862.0,1.0,0
862.0,1.98,0
863.0,148.59,0
863.0,128.0,0
866.0,102.9,0
868.0,17.28,0
869.0,1.0,0
871.0,28.9,0
871.0,15.3,0
871.0,15.17,0
871.0,6.56,0
872.0,158.0,0
873.0,7.19,0
873.0,1.0,0
874.0,7.69,0
875.0,13.31,0
875.0,20.53,0
875.0,8.9,0
878.0,18.8,0
879.0,19.51,0
881.0,7.65,0
881.0,139.95,0
884.0,1.29,0
887.0,158.0,0
890.0,21.98,0
890.0,6.95,0
891.0,4.04,0
892.0,13.27,0
892.0,14.81,0
896.0,38.0,0
897.0,42.35,0
898.0,1.0,0
899.0,57.0,0
899.0,268.13,0
900.0,1.0,0
904.0,75.13,0
905.0,0.89,0
907.0,22.79,0
908.0,136.3,0
908.0,16.99,0
908.0,6.74,0
909.0,89.46,0
909.0,5.47,0
911.0,0.77,0
911.0,2.0,0
912.0,0.0,0
912.0,2.28,0
914.0,11.03,0
915.0,8.99,0
917.0,104.0,0
917.0,158.0,0
919.0,158.0,0
919.0,158.0,0
919.0,1.0,0
921.0,158.0,0
921.0,44.99,0
922.0,474.59,0
922.0,1.0,0
923.0,0.77,0
923.0,69.81,0
924.0,63.7,0
925.0,158.0,0
925.0,8.99,0
926.0,64.99,0
926.0,1.0,0
927.0,150.0,0
929.0,1.0,0
929.0,6.99,0
930.0,22.17,0
931.0,29.9,0
932.0,50.0,0
933.0,2.27,0
933.0,500.0,0
935.0,4.77,0
936.0,158.0,0
936.0,5.99,0
936.0,189.0,0
939.0,0.89,0
939.0,7.81,0
940.0,7.59,0
940.0,135.0,0
942.0,3.16,0
943.0,213.1,0
943.0,10.59,0
943.0,48.94,0
946.0,192.17,0
946.0,1.0,0
947.0,28.9,0
947.0,86.97,0
947.0,0.89,0
950.0,0.79,0
951.0,5.0,0
952.0,21.66,0
955.0,90.5,0
955.0,17.92,0
956.0,136.3,0
956.0,343.0,0
957.0,84.95,0
957.0,0.95,0
958.0,25.28,0
963.0,4.49,0
963.0,240.9,0
965.0,7.62,0
966.0,0.99,0
966.0,1.98,0
966.0,158.0,0
967.0,7.65,0
971.0,9.48,0
972.0,158.0,0
972.0,10.86,0
973.0,31.0,0
973.0,64.93,0
973.0,12.99,0
974.0,10.62,0
974.0,8.49,0
974.0,40.2,0
978.0,226.53,0
978.0,0.77,0
978.0,1.78,0
982.0,38.44,0
983.0,49.0,0
984.0,1.68,0
986.0,1.94,0
986.0,14.99,0
986.0,2.78,0
989.0,17.49,0
990.0,1736.0,0
991.0,53.39,0
994.0,11.43,0
994.0,12.86,0
997.0,10.81,0
1000.0,20.43,0
1000.0,26.0,0
1001.0,4.95,0
1001.0,12.94,0
1004.0,10.0,0
1015.0,1.45,0
1016.0,306.95,0
1018.0,32.97,0
1022.0,84.4,0
1023.0,1.98,0
1026.0,10.82,0
1026.0,158.0,0
1029.0,49.5,0
1029.0,0.92,0
1030.0,17.49,0
1030.0,1.78,0
1034.0,2.58,0
1034.0,233.15,0
1035.0,155.75,0
1036.0,76.13,0
1036.0,9.95,0
1038.0,158.0,0
1038.0,158.0,0
1040.0,149.98,0
1040.0,160.0,0
1040.0,25.0,0
1041.0,173.0,0
1041.0,0.76,0
1041.0,5.28,0
1042.0,1.0,0
1043.0,158.0,0
1045.0,158.0,0
1046.0,1.0,0
1046.0,91.18,0
1046.0,2.69,0
1046.0,4.49,0
1047.0,4.99,0
1048.0,9.5,0
1049.0,5.47,0
1050.0,198.83,0
1051.0,0.12,0
1051.0,44.48,0
1051.0,36.26,0
1051.0,41.89,0
1052.0,8.99,0
1052.0,0.9,0
1053.0,21.48,0
1053.0,2.33,0
1054.0,30.33,0
1055.0,9.12,0
1055.0,196.33,0
1057.0,32.14,0
1058.0,6.25,0
1059.0,68.0,0
1060.0,158.0,0
1062.0,8.99,0
1064.0,16.9,0
1065.0,0.99,0
1066.0,3.5,0
1066.0,20.0,0
1069.0,224.99,0
1069.0,50.0,0
1071.0,0.89,0
1072.0,12.48,0
1072.0,10.95,0
1074.0,158.0,0
1074.0,1.0,0
1074.0,8.97,0
1075.0,384.11,0
1077.0,158.0,0
1077.0,160.0,0
1078.0,4.86,0
1078.0,35.79,0
1079.0,0.77,0
1079.0,0.76,0
1080.0,1.0,0
1081.0,71.73,0
1082.0,2.69,0
1083.0,160.0,0
1083.0,158.0,0
1084.0,229.9,0
1090.0,78.03,0
1091.0,158.0,0
1092.0,1.0,0
1093.0,160.0,0
1094.0,21.29,0
1094.0,9.57,0
1095.0,37.85,0
1095.0,64.94,0
1095.0,0.99,0
1096.0,30.33,0
1096.0,1.0,0
1097.0,224.0,0
1097.0,367.2,0
1099.0,160.0,0
1102.0,1.0,0
1103.0,1376.13,0
1103.0,213.87,0
1105.0,36.29,0
1106.0,160.0,0
1108.0,160.0,0
1109.0,1.0,0
1111.0,1.0,0
1114.0,53.02,0
1114.0,160.0,0
1114.0,135.19,0
1117.0,158.0,0
1120.0,44.0,0
1121.0,26.0,0
1121.0,2.28,0
1122.0,3.32,0
1124.0,160.0,0
1124.0,167.09,0
1124.0,10.46,0
1125.0,19.49,0
1127.0,1.0,0
1128.0,198.0,0
1128.0,87.75,0
1129.0,24.0,0
1129.0,71.17,0
1131.0,7.15,0
1132.0,0.38,0
1133.0,1.0,0
1136.0,6.23,0
1138.0,10.99,0
1138.0,3.75,0
1139.0,66.6,0
1140.0,13.99,0
1150.0,82.25,0
1151.0,38.0,0
1152.0,64.2,0
1153.0,90.0,0
1153.0,158.0,0
1153.0,4.73,0
1154.0,1.0,0
1155.0,0.85,0
1156.0,148.49,0
1158.0,113.02,0
1158.0,17.79,0
1158.0,75.46,0
1159.0,239.02,0
1161.0,60.0,0
1161.0,410.49,0
1161.0,49.99,0
1161.0,76.48,0
1161.0,13.99,0
1162.0,9.75,0
1163.0,24.0,0
1164.0,1.98,0
1166.0,60.0,0
1167.0,158.0,0
1169.0,10.91,0
1170.0,65.0,0
1171.0,9.99,0
1173.0,80.65,0
1173.0,23.92,0
1174.0,1.98,0
1175.0,142.42,0
1176.0,62.57,0
1177.0,60.2,0
1177.0,11.5,0
1179.0,251.35,0
1180.0,22.71,0
1188.0,30.3,0
1188.0,100.0,0
1189.0,4.0,0
1190.0,4.0,0
1190.0,8.99,0
1191.0,0.89,0
1191.0,1.0,0
1194.0,44.22,0
1196.0,20.17,0
1200.0,6.77,0
1200.0,118.98,0
1201.0,4.99,0
1201.0,9.99,0
1201.0,37.98,0
1205.0,7.42,0
1207.0,0.99,0
1210.0,3.77,0
1211.0,9.99,0
1212.0,68.02,0
1213.0,36.03,0
1214.0,0.89,0
1216.0,13.99,0
1217.0,154.99,0
1218.0,316.0,0
1220.0,3.59,0
1220.0,158.0,0
1221.0,79.0,0
1221.0,1.0,0
1223.0,47.31,0
1223.0,4.0,0
1224.0,160.0,0
1225.0,1.0,0
1227.0,276.93,0
1227.0,11.89,0
1228.0,279.93,0
1228.0,15.09,0
1229.0,3.19,0
1229.0,160.0,0
1230.0,1.99,0
1230.0,5.55,0
1231.0,0.78,0
1231.0,0.75,0
1231.0,79.9,0
1232.0,1.0,0
1233.0,2.69,0
1233.0,1.49,0
1234.0,26.21,0
1235.0,115.0,0
1236.0,186.96,0
1236.0,160.0,0
1238.0,66.21,0
1238.0,160.0,0
1239.0,1.0,0
1240.0,174.5,0
1241.0,15.0,0
1244.0,160.0,0
1245.0,1.0,0
1246.0,6.54,0
1247.0,1.0,0
1247.0,15.13,0
1247.0,21.66,0
1248.0,34.13,0
1248.0,9.99,0
1249.0,20.0,0
1251.0,500.0,0
1252.0,1.0,0
1253.0,160.0,0
1253.0,6.28,0
1254.0,1.0,0
1256.0,5.49,0
1256.0,49.9,0
1257.0,4.29,0
1257.0,2.28,0
1259.0,9.0,0
1260.0,1.0,0
1260.0,1.98,0
1261.0,34.15,0
1261.0,160.0,0
1261.0,102.0,0
1263.0,0.99,0
1264.0,7712.43,0
1265.0,21.52,0
1265.0,160.0,0
1266.0,2.0,0
1266.0,14.93,0
1266.0,158.0,0
1267.0,1127.78,0
1268.0,1.0,0
1268.0,1.0,0
1269.0,149.79,0
1271.0,142.13,0
1271.0,33.62,0
1271.0,11.95,0
1271.0,1.98,0
1272.0,1.46,0
1274.0,30.89,0
1280.0,38.99,0
1280.0,8.91,0
1280.0,17.99,0
1282.0,474.0,0
1283.0,1.98,0
1283.0,9.99,0
1285.0,14.5,0
1286.0,17.99,0
1287.0,5.0,0
1290.0,5.0,0
1291.0,64.69,0
1293.0,8.0,0
1294.0,5.0,0
1295.0,30.0,0
1295.0,15.98,0
1296.0,41.36,0
1297.0,17.99,0
1297.0,838.2,0
1298.0,52.52,0
1298.0,5.0,0
1300.0,1.29,0
1301.0,5.0,0
1302.0,58.9,0
1303.0,0.89,0
1303.0,11.03,0
1307.0,24.56,0
1308.0,25.3,0
1308.0,25.3,0
1308.0,43.8,0
1308.0,43.8,0
1309.0,3.99,0
1309.0,5.0,0
1309.0,68.5,0
1310.0,17.99,0
1310.0,80.51,0
1310.0,20.0,0
1312.0,123.02,0
1313.0,11.37,0
1314.0,5.0,0
1315.0,1.0,0
1316.0,5.0,0
1319.0,1.0,0
1320.0,5.0,0
1322.0,329.0,0
1323.0,12.09,0
1323.0,5.0,0
1323.0,10.09,0
1323.0,30.0,0
1324.0,137.7,0
1326.0,1.44,0
1328.0,160.0,0
1328.0,5.0,0
1332.0,13.99,0
1332.0,95.0,0
1335.0,9.95,0
1335.0,4.0,0
1340.0,5.0,0
1341.0,27.83,0
1341.0,38.09,0
1341.0,1.0,0
1345.0,13.99,0
1346.0,9.78,0
1346.0,50.56,0
1347.0,5.0,0
1347.0,4.49,0
1349.0,1.0,0
1351.0,91.64,0
1351.0,1.0,0
1351.0,138.0,0
1352.0,22.5,0
1353.0,11.45,0
1353.0,6.54,0
1354.0,4.38,0
1354.0,5.0,0
1355.0,1.0,0
1355.0,200.0,0
1356.0,26.59,0
1356.0,5.0,0
1357.0,77.26,0
1358.0,2.31,0
1359.0,1.0,0
1359.0,17.39,0
1362.0,14.9,0
1363.0,1.78,0
1364.0,5.0,0
1367.0,1.0,0
1367.0,3.67,0
1368.0,24.95,0
1372.0,6.4,0
1373.0,104.48,0
1377.0,187.95,0
1379.0,4.49,0
1380.0,15.38,0
1382.0,102.0,0
1382.0,22.74,0
1382.0,11.84,0
1387.0,0.99,0
1387.0,1.98,0
1389.0,15.0,0
1390.0,74.22,0
1392.0,5.08,0
1395.0,92.3,0
1396.0,100.0,0
1396.0,2.69,0
1398.0,11.72,0
1399.0,34.32,0
1401.0,333.84,0
1402.0,3.23,0
1402.0,1.98,0
1402.0,37.1,0
1403.0,5.0,0
1404.0,102.0,0
1404.0,15.0,0
1406.0,5.0,0
1406.0,4.0,0
1407.0,23.84,0
1409.0,32.52,0
1409.0,1.0,0
1409.0,13.84,0
1409.0,96.39,0
1410.0,152.0,0
1412.0,22.74,0
1414.0,27.83,0
1416.0,5.99,0
1418.0,16.8,0
1419.0,84.39,0
1421.0,1.29,0
1421.0,5.0,0
1421.0,0.89,0
1422.0,1.0,0
1422.0,6.28,0
1422.0,1.79,0
1427.0,27.0,0
1427.0,5.0,0
1427.0,5.37,0
1428.0,6.45,0
1428.0,1.0,0
1430.0,11.2,0
1430.0,1.0,0
1430.0,91.78,0
1431.0,85.11,0
1431.0,12.97,0
1432.0,5.0,0
1432.0,3.6,0
1433.0,1.0,0
1433.0,1.54,0
1433.0,25.6,0
1434.0,21.95,0
1434.0,13.99,0
1436.0,15.98,0
1438.0,23.07,0
1438.0,5.0,0
1439.0,1.0,0
1440.0,5.0,0
1440.0,7.49,0
1440.0,5.99,0
1441.0,82.74,0
1442.0,1.0,0
1442.0,8.99,0
1442.0,3.58,0
1443.0,3.56,0
1443.0,22.1,0
1443.0,0.76,0
1443.0,0.0,0
1444.0,5.0,0
1444.0,0.0,0
1444.0,0.0,0
1446.0,4.99,0
1447.0,5.0,0
1447.0,39.5,0
1447.0,513.72,0
1448.0,112.5,0
1450.0,3.59,0
1455.0,7.69,0
1459.0,12.94,0
1460.0,44.6,0
1461.0,8.98,0
1464.0,1.98,0
1465.0,0.89,0
1467.0,18.29,0
1467.0,5.0,0
1467.0,5.0,0
1468.0,85.06,0
1469.0,79.0,0
1470.0,1.0,0
1470.0,12.95,0
1470.0,41.71,0
1470.0,22.74,0
1472.0,140.55,0
1472.0,5.0,0
