row_id,order,amount,y
2987223,89948,54.0,0
2987224,89966,67.95,0
2987225,89969,43.0,0
2987226,89989,39.0,0
2987227,89990,1973.0,0
2987228,90014,75.0,0
2987229,90034,49.0,0
2987230,90084,107.95,0
2987231,90085,474.95,0
2987232,90098,25.95,0
2987233,90110,116.0,0
2987234,90111,150.5,0
2987235,90147,50.0,0
2987236,90149,30.0,0
2987237,90156,200.0,0
2987238,90163,226.0,0
2987239,90178,171.0,0
2987240,90193,37.098,1
2987241,90232,250.0,0
2987242,90244,24.95,0
2987243,90246,37.098,1
2987244,90294,15.0,0
2987245,90295,37.098,1
2987246,90299,50.0,0
2987247,90308,58.95,0
2987248,90325,50.0,0
2987249,90327,78.95,0
2987250,90332,289.95,0
2987251,90365,100.0,0
2987252,90366,48.638,0
2987253,90370,200.0,0
2987254,90392,54.5,0
2987255,90440,54.0,0
2987256,90441,108.95,0
2987257,90445,2038.95,0
2987258,90478,48.638,0
2987259,90480,42.596,0
2987260,90487,34.5,0
2987261,90492,59.0,0
2987262,90504,55.829,0
2987263,90515,385.78,0
2987264,90525,48.95,0
2987265,90581,50.0,0
2987266,90581,48.578,0
2987267,90593,29.0,0
2987268,90608,30.95,0
2987269,90610,25.0,0
2987270,90630,50.0,0
2987271,90635,50.0,0
2987272,90652,25.0,0
2987273,90655,200.0,0
2987274,90715,222.0,0
2987275,90723,25.0,0
2987276,90725,450.95,0
2987277,90805,30.0,0
2987278,90807,120.95,0
2987279,90808,59.0,0
2987280,90809,50.0,0
2987281,90815,30.0,0
2987282,90828,50.0,0
2987283,90835,57.95,0
2987284,90887,18.73,0
2987285,90892,34.0,0
2987286,90946,72.99,0
2987287,90973,25.014,0
2987288,90986,155.521,1
2987289,91011,107.95,0
2987290,91011,30.0,0
2987291,91034,26.5,0
2987292,91061,15.0,0
2987293,91119,117.0,0
2987294,91124,59.0,0
2987295,91129,112.0,0
2987296,91145,160.5,0
2987297,91160,200.0,0
2987298,91168,107.95,0
2987299,91172,72.99,0
2987300,91173,48.638,0
2987301,91188,20.905,0
2987302,91215,48.638,0
2987303,91220,1351.55,0
2987304,91244,554.0,0
2987305,91257,48.638,0
2987306,91323,20.0,0
2987307,91330,159.95,0
2987308,91333,25.95,0
2987309,91339,25.95,0
2987310,91339,105.0,0
2987311,91343,50.0,0
2987312,91346,25.0,0
2987313,91353,83.95,0
2987314,91359,54.0,0
2987315,91414,364.95,0
2987316,91422,19.576,0
2987317,91432,335.0,0
2987318,91504,39.0,0
2987319,91515,300.0,0
2987320,91518,82.95,0
2987321,91544,108.5,0
2987322,91563,219.95,0
2987323,91575,107.95,0
2987324,91577,412.73,0
2987325,91598,354.95,0
2987326,91610,107.95,0
2987327,91614,125.0,0
2987328,91684,16.857,0
2987329,91691,160.5,0
2987330,91706,25.0,0
2987331,91724,105.95,0
2987332,91758,100.0,0
2987333,91760,30.0,0
2987334,91790,524.0,0
2987335,91804,100.0,0
2987336,91824,100.0,0
2987337,91875,50.0,0
2987338,91884,100.0,0
2987339,91890,33.25,0
2987340,91894,157.95,0
2987341,91927,648.95,0
2987342,91928,335.0,0
2987343,91955,57.95,0
2987344,91977,117.0,0
2987345,92000,711.93,0
2987346,92004,107.95,0
2987347,92010,60.0,0
2987348,92010,59.0,0
2987349,92016,59.0,0
2987350,92038,26.5,0
2987351,92085,35.95,0
2987352,92117,26.947,0
2987353,92119,500.0,0
2987354,92127,58.0,0
2987355,92158,500.0,0
2987356,92174,209.95,0
2987357,92185,25.0,0
2987358,92187,59.0,0
2987359,92213,107.95,0
2987360,92221,226.0,0
2987361,92222,500.0,0
2987362,92268,462.95,0
2987363,92285,29.5,0
2987364,92291,161.0,0
2987365,92316,103.95,0
2987366,92320,20.0,0
2987367,92350,225.0,1
2987368,92363,7.372,0
2987369,92398,30.95,0
2987370,92406,160.5,0
2987371,92434,44.0,0
2987372,92463,70.0,0
2987373,92485,36.95,0
2987374,92501,500.0,0
2987375,92504,25.95,0
2987376,92509,30.0,0
2987377,92549,159.95,0
2987378,92571,29.0,0
2987379,92592,209.95,0
2987380,92594,28.639,0
2987381,92606,24.5,0
2987382,92615,27.5,0
2987383,92616,40.0,0
2987384,92627,57.822,0
2987385,92636,15.95,0
2987386,92639,43.019,0
2987387,92653,40.0,0
2987388,92667,22.97,0
2987389,92674,150.0,0
2987390,92701,20.0,0
2987391,92725,107.95,0
2987392,92742,50.0,0
2987393,92753,59.0,0
2987394,92760,344.95,0
2987395,92769,59.0,0
2987396,92858,240.95,0
2987397,92892,50.0,0
2987398,92896,15.468,0
2987399,92897,54.29,0
2987400,92919,129.95,0
2987401,92932,250.0,0
2987402,92938,49.0,0
2987403,92984,311.95,0
2987404,92991,50.0,0
2987405,92999,90.57,1
2987406,93009,50.0,0
2987407,93012,500.0,0
2987408,93049,50.0,0
2987409,93055,210.95,0
2987410,93082,54.5,0
2987411,93090,40.0,0
2987412,93102,35.044,0
2987413,93141,47.95,0
2987414,93155,34.95,0
2987415,93194,60.0,0
2987416,93218,35.0,0
2987417,93270,315.0,0
2987418,93316,49.0,0
2987419,93331,25.0,0
2987420,93339,200.0,0
2987421,93358,107.95,0
2987422,93359,39.0,0
2987423,93436,29.95,0
2987424,93441,1472.47,0
2987425,93447,30.0,0
2987426,93514,226.0,0
2987427,93525,100.0,0
2987428,93530,222.48,0
2987429,93654,7.493,0
2987430,93654,53.95,0
2987431,93661,164.95,0
2987432,93669,57.95,0
2987433,93676,100.0,0
2987434,93677,50.0,0
2987435,93680,25.0,0
2987436,93694,100.0,0
2987437,93706,100.0,0
2987438,93706,12.326,0
2987439,93729,66.885,0
2987440,93803,100.0,0
2987441,93809,107.95,0
2987442,93811,3162.95,0
2987443,93820,32.325,0
2987444,93843,2267.47,0
2987445,93850,30.0,0
2987446,93854,50.0,0
2987447,93861,59.0,0
2987448,93870,24.0,0
2987449,93882,200.0,0
2987450,93894,15.0,0
2987451,93931,59.0,0
2987452,93960,68.95,0
2987453,94009,30.0,0
2987454,94026,59.0,0
2987455,94036,150.0,0
2987456,94038,7.251,0
2987457,94049,50.0,0
2987458,94057,3162.95,0
2987459,94065,43.97,0
2987460,94079,88.0,0
2987461,94083,7.0,0
2987462,94085,150.0,0
2987463,94125,100.0,0
2987464,94174,146.0,0
2987465,94178,16.313,0
2987466,94196,50.0,0
2987467,94209,75.0,0
2987468,94212,200.0,0
2987469,94220,40.0,0
2987470,94258,58.95,0
2987471,94260,30.95,0
2987472,94297,140.0,0
2987473,94329,58.95,0
2987474,94333,82.95,0
2987475,94392,67.95,0
2987476,94458,37.763,0
2987477,94463,100.0,0
2987478,94465,335.0,0
2987479,94511,57.95,0
2987480,94538,59.0,0
2987481,94555,109.0,0
2987482,94581,25.0,0
2987483,94611,68.95,0
2987484,94621,31.95,0
2987485,94622,25.0,0
2987486,94640,20.0,0
2987487,94642,59.0,0
2987488,94642,15.105,0
2987489,94645,8.7,0
2987490,94716,100.0,0
2987491,94719,150.0,0
2987492,94726,350.23,0
2987493,94746,200.0,0
2987494,94768,303.95,0
2987495,94795,250.0,0
2987496,94803,107.95,0
2987497,94829,39.0,0
2987498,94851,100.0,0
2987499,94861,9.425,0
2987500,94866,108.5,0
2987501,94881,27.793,0
2987502,94888,68.95,0
2987503,94908,36.95,0
2987504,94912,50.0,0
2987505,94940,25.0,0
2987506,94956,424.95,0
2987507,94997,120.0,0
2987508,95069,150.0,0
2987509,95104,3000.0,0
2987510,95144,500.0,0
2987511,95157,209.95,0
2987512,95191,107.95,0
2987513,95252,26.95,0
2987514,95253,250.0,0
2987515,95287,35.0,0
2987516,95299,2424.95,0
2987517,95310,9.305,0
2987518,95326,367.95,0
2987519,95335,57.95,0
2987520,95366,175.0,0
2987521,95400,6.0,0
2987522,95401,82.0,0
2987523,95405,100.0,0
2987524,95412,15.0,0
2987525,95417,31.95,0
2987526,95442,201.0,0
2987527,95443,150.0,0
2987528,95456,100.0,0
2987529,95464,50.0,0
2987530,95505,58.95,0
2987531,95572,50.0,0
2987532,95588,75.0,0
2987533,95666,311.95,0
2987534,95724,19.95,0
2987535,95738,40.361,0
2987536,95760,77.0,0
2987537,95804,50.0,0
2987538,95817,209.95,0
2987539,95818,47.95,0
2987540,95844,59.0,0
2987541,95848,107.95,0
2987542,95853,58.95,0
2987543,95859,100.0,0
2987544,95877,125.0,0
2987545,95913,171.0,0
2987546,95935,35.0,0
2987547,95950,64.649,0
2987548,95973,2294.95,0
2987549,96014,60.0,0
2987550,96059,27.31,0
2987551,96060,10.996,0
2987552,96068,80.0,0
2987553,96093,42.596,0
2987554,96149,335.0,0
2987555,96182,75.0,0
2987556,96186,41.146,0
2987557,96236,50.0,0
2987558,96261,100.0,0
2987559,96284,59.0,0
2987560,96307,203.374,0
2987561,96335,300.0,0
2987562,96354,422.5,0
2987563,96376,50.0,0
2987564,96378,49.0,0
2987565,96385,27.95,0
2987566,96390,554.0,0
2987567,96427,39.0,0
2987568,96451,49.0,0
2987569,96468,113.95,0
2987570,96468,150.5,0
2987571,96470,1.896,0
2987572,96474,50.0,0
2987573,96475,49.0,0
2987574,96482,103.97,0
2987575,96491,117.0,0
2987576,96491,50.0,0
2987577,96504,6.477,0
2987578,96520,50.0,0
2987579,96522,57.822,0
2987580,96525,49.0,0
2987581,96535,210.95,0
2987582,96579,30.0,0
2987583,96647,226.0,0
2987584,96667,32.325,0
2987585,96695,100.0,0
2987586,96703,107.95,0
2987587,96742,44.0,0
2987588,96750,40.0,0
2987589,96780,200.0,0
2987590,96820,150.0,0
2987591,96822,73.95,0
2987592,96863,9.788,0
2987593,96865,140.0,0
2987594,96871,100.0,0
2987595,96876,59.0,0
2987596,96883,5.4,0
2987597,96905,107.95,0
2987598,96922,34.017,0
2987599,96937,209.95,0
2987600,96986,171.0,0
2987601,96988,25.0,0
2987602,97003,30.0,0
2987603,97074,30.0,0
2987604,97139,34.95,0
2987605,97142,10.0,0
2987606,97142,49.0,0
2987607,97169,53.411,0
2987608,97194,6.0,0
2987609,97224,49.0,0
2987610,97293,50.0,0
2987611,97307,361.95,0
2987612,97337,5.4,0
2987613,97350,50.632,0
2987614,97400,424.95,0
2987615,97403,47.95,0
2987616,97418,107.95,0
2987617,97419,59.453,0
2987618,97449,5.4,0
2987619,97470,30.95,0
2987620,97647,150.0,0
2987621,97662,25.0,0
2987622,97664,30.0,0
2987623,97725,71.477,0
2987624,97757,35.95,0
2987625,97774,14.38,0
2987626,97784,67.95,0
2987627,97815,82.95,0
2987628,97823,104.47,0
2987629,97834,140.58,0
2987630,97843,12.326,1
2987631,97860,210.0,0
2987632,97883,129.95,0
2987633,97916,15.0,0
2987634,97954,161.2,0
2987635,98035,10.0,0
2987636,98046,29.0,0
2987637,98066,70.51,0
2987638,98086,63.26,0
2987639,98119,33.231,0
2987640,98127,159.95,0
2987641,98150,12.326,0
2987642,98166,21.0,0
2987643,98206,30.0,0
2987644,98231,47.95,0
2987645,98326,91.05,0
2987646,98333,50.0,0
2987647,98334,171.0,0
2987648,98339,25.0,0
2987649,98359,48.95,0
2987650,98360,25.0,0
2987651,98450,42.95,0
2987652,98499,569.95,0
2987653,98507,15.709,0
2987654,98545,59.95,0
2987655,98586,107.95,0
2987656,98630,59.0,0
2987657,98676,29.0,0
2987658,98695,226.0,0
2987659,98724,100.0,0
2987660,98799,127.788,0
2987661,98832,40.0,0
2987662,98833,171.0,0
2987663,98835,369.95,0
2987664,98844,16.012,0
2987665,99048,59.0,0
2987666,99071,61.749,0
2987667,99094,47.95,0
2987668,99109,24.047,0
2987669,99128,1183.95,0
2987670,99137,59.0,0
2987671,99137,44.5,0
2987672,99170,25.376,0
2987673,99189,10.0,0
2987674,99255,59.54,0
2987675,99273,109.47,0
2987676,99275,159.0,0
2987677,99428,50.0,0
2987678,99438,50.0,0
2987679,99480,107.95,0
2987680,99485,62.95,0
2987681,99491,85.192,0
2987682,99556,25.0,0
2987683,99584,124.344,1
2987684,99610,117.0,0
2987685,99612,138.5,0
2987686,99614,73.471,0
2987687,99621,39.5,0
2987688,99625,105.0,0
2987689,99658,100.0,0
2987690,99689,57.95,0
2987691,99724,34.95,0
2987692,99736,8.459,0
2987693,99763,85.192,0
2987694,99782,65.0,0
2987695,99813,30.0,0
2987696,99839,36.252,0
2987697,99855,44.0,0
2987698,99884,65.0,0
2987699,99900,65.0,0
2987700,99901,59.0,0
2987701,99902,50.0,0
2987702,99905,100.0,0
2987703,99948,108.5,0
2987704,99974,822.47,0
2987705,100000,77.0,0
2987706,100024,57.95,0
2987707,100045,67.95,0
2987708,100060,49.0,0
2987709,100066,54.47,0
2987710,100079,85.192,0
2987711,100085,50.0,0
2987712,100121,10.0,0
2987713,100159,42.95,0
2987714,100169,59.0,0
2987715,100179,200.0,0
2987716,100189,57.95,0
2987717,100189,39.0,0
2987718,100204,50.0,0
2987719,100237,114.95,0
2987720,100290,26.95,0
2987721,100307,44.0,0
2987722,100336,205.95,0
2987723,100364,60.0,0
2987724,100376,25.0,0
2987725,100379,53.97,0
2987726,100405,30.0,0
2987727,100417,209.95,0
2987728,100418,49.0,0
2987729,100424,29.95,0
2987730,100460,43.563,0
2987731,100463,77.0,0
2987732,100488,100.0,0
2987733,100516,150.0,0
2987734,100547,445.0,0
2987735,100559,150.0,0
2987736,100591,100.0,1
2987737,100616,23.47,0
2987738,100622,150.0,0
2987739,100664,26.654,0
2987740,100677,135.95,0
2987741,100725,25.0,0
2987742,100784,159.95,0
2987743,100843,90.0,0
2987744,100847,50.0,0
2987745,100874,46.5,0
2987746,100887,28.277,0
2987747,100895,85.192,0
2987748,100920,50.0,0
2987749,100956,92.0,0
2987750,101036,60.058,0
2987751,101043,200.0,0
2987752,101090,96.974,0
2987753,101204,173.0,0
2987754,101258,15.0,0
2987755,101286,39.0,0
2987756,101298,80.0,0
2987757,101359,29.0,0
2987758,101369,23.201,0
2987759,101371,200.0,0
2987760,101384,112.99,0
2987761,101385,78.95,0
2987762,101412,129.95,0
2987763,101511,100.0,0
2987764,101549,50.0,0
2987765,101572,600.0,0
2987766,101589,64.529,0
2987767,101590,209.95,0
2987768,101630,10.755,0
2987769,101678,14.501,0
2987770,101687,53.97,0
2987771,101723,25.0,0
2987772,101791,30.95,0
2987773,101868,600.0,0
2987774,101883,65.0,0
2987775,101890,107.95,0
2987776,101996,650.0,0
2987777,102057,150.929,0
2987778,102113,890.95,0
2987779,102154,10.0,1
2987780,102188,10.0,1
2987781,102193,10.0,1
2987782,102219,58.95,0
2987783,102261,99.95,0
2987784,102310,14.26,0
2987785,102326,45.0,0
2987786,102337,209.95,0
2987787,102348,724.0,0
2987788,102369,45.0,0
2987789,102377,24.228,0
2987790,102379,100.0,0
2987791,102397,85.192,0
2987792,102452,20.18,0
2987793,102546,20.0,0
2987794,102597,25.95,0
2987795,102630,10.755,0
2987796,102633,30.0,0
2987797,102640,20.95,0
2987798,102655,108.5,0
2987799,102732,107.95,0
2987800,102732,23.926,0
2987801,102897,317.5,0
2987802,102999,89.36,0
2987803,103041,2325.97,0
2987804,103121,63.26,0
2987805,103144,50.0,0
2987806,103175,44.95,0
2987807,103189,34.0,0
2987808,103190,59.0,0
2987809,103197,30.95,0
2987810,103198,261.95,0
2987811,103264,42.95,0
2987812,103297,49.41,0
2987813,103329,58.95,0
2987814,103409,279.95,0
2987815,103468,129.299,0
2987816,103486,714.72,0
2987817,103590,254.0,0
2987818,103597,12.0,0
2987819,103662,90.993,0
2987820,103688,80.963,0
2987821,103698,400.0,0
2987822,103751,100.0,0
2987823,103778,100.0,0
2987824,103796,554.0,0
2987825,103797,44.892,0
2987826,103821,824.95,0
2987827,103881,42.05,0
2987828,103881,64.649,0
2987829,104084,50.0,0
2987830,104183,60.0,0
2987831,104213,125.0,0
2987832,104239,160.5,0
2987833,104320,44.5,0
2987834,104333,20.0,0
2987835,104621,25.86,0
2987836,104656,482.95,0
2987837,104765,41.811,0
2987838,104951,51.357,0
2987839,104966,80.963,0
2987840,105271,117.0,0
2987841,105324,226.0,0
2987842,105340,1285.5,0
2987843,105504,117.0,0
2987844,105515,21.389,0
2987845,105527,42.95,0
2987846,105537,554.0,0
2987847,105593,200.0,0
2987848,105654,54.015,0
2987849,105659,42.294,0
2987850,105691,100.0,0
2987851,105725,213.0,0
2987852,105790,289.95,0
2987853,105796,80.963,0
2987854,105839,118.423,0
2987855,105877,75.0,0
2987856,105878,57.95,0
2987857,105883,19.999,0
2987858,105895,57.95,0
2987859,106010,280.0,0
2987860,106074,47.95,0
2987861,106129,100.0,0
2987862,106172,50.0,0
2987863,106260,40.0,0
2987864,106297,49.0,0
2987865,106358,226.0,0
2987866,106361,57.95,0
2987867,106424,107.95,0
2987868,106499,12.024,0
2987869,106603,83.38,1
2987870,106613,57.95,0
2987871,106619,49.0,0
2987872,106633,37.46,0
2987873,106704,25.0,0
2987874,106729,265.0,0
2987875,106739,57.95,0
2987876,106758,57.95,0
2987877,106763,59.0,0
2987878,106768,265.01,0
2987879,107050,40.0,0
2987880,107092,57.95,0
2987881,107171,6.888,0
2987882,107187,418.0,0
2987883,107193,16.95,0
2987884,107214,48.95,0
2987885,107261,43.986,0
2987886,107538,36.373,0
2987887,107595,50.149,0
2987888,107689,403.0,0
2987889,107740,211.4,0
2987890,107741,226.0,0
2987891,107795,25.0,0
2987892,107796,77.0,0
2987893,107797,109.36,0
2987894,107808,280.0,0
2987895,107849,16.012,0
2987896,107900,57.95,0
2987897,107997,207.95,0
2987898,107998,171.0,0
2987899,108037,47.95,0
2987900,108061,16.012,0
2987901,108127,59.574,0
2987902,108197,48.95,0
2987903,108226,107.95,0
2987904,108229,57.95,0
2987905,108460,291.95,0
2987906,108490,153.0,0
2987907,108545,50.0,0
2987908,108550,80.0,0
2987909,108584,107.95,0
2987910,108600,70.0,0
2987911,108603,450.0,0
2987912,108654,83.198,0
2987913,108692,100.0,0
2987914,108712,160.0,0
2987915,108739,822.47,0
2987916,108749,325.0,0
2987917,108757,83.198,0
2987918,108789,123.5,0
2987919,108808,42.95,0
2987920,108821,171.0,0
2987921,108836,75.95,0
2987922,108862,105.95,0
2987923,108912,774.0,1
2987924,108941,488.0,0
2987925,108949,240.0,0
2987926,108958,23.926,0
2987927,109043,117.0,0
2987928,109058,16.918,0
2987929,109088,18.67,0
2987930,109096,305.0,0
2987931,109114,265.0,0
2987932,109129,23.926,0
2987933,109146,113.0,0
2987934,109153,105.95,0
2987935,109182,35.95,0
2987936,109183,77.0,0
2987937,109188,300.0,0
2987938,109202,15.0,0
2987939,109217,46.95,0
2987940,109228,600.0,0
2987941,109231,50.0,0
2987942,109231,226.0,0
2987943,109275,50.0,0
2987944,109289,164.95,0
2987945,109289,68.95,0
2987946,109346,408.5,0
2987947,109367,171.0,0
2987948,109373,100.0,0
2987949,109414,30.0,0
2987950,109417,100.0,0
2987951,109435,14.138,0
2987952,109503,107.95,0
2987953,109549,47.95,0
2987954,109559,179.95,0
2987955,109565,450.0,0
2987956,109567,226.0,0
2987957,109597,39.394,0
2987958,109625,60.0,0
2987959,109658,73.97,0
2987960,109730,97.0,0
2987961,109837,226.0,0
2987962,110015,250.0,0
2987963,110021,59.0,0
2987964,110113,25.86,0
2987965,110162,35.0,0
2987966,110286,117.0,0
2987967,110298,365.0,0
2987968,110299,14.138,0
2987969,110372,15.0,0
2987970,110503,250.0,0
2987971,110519,44.95,0
2987972,110578,88.938,0
2987973,110598,1473.95,0
2987974,110681,34.95,0
2987975,110697,67.95,0
2987976,110826,36.95,0
2987977,110866,400.0,0
2987978,110899,57.95,0
2987979,110914,117.0,0
2987980,110936,46.95,0
2987981,110950,30.0,0
2987982,111140,150.0,0
2987983,111155,31.0,0
2987984,111196,70.0,0
2987985,111254,445.0,0
2987986,111349,117.0,0
2987987,111503,300.0,0
2987988,111528,57.95,0
2987989,111599,88.938,0
2987990,111717,335.0,0
2987991,111759,82.95,0
2987992,111825,20.0,0
2987993,111885,27.95,0
2987994,111918,20.0,0
2987995,112040,57.95,0
2987996,112070,100.0,0
2987997,112095,36.0,0
2987998,112125,800.0,0
2987999,112151,400.0,0
2988000,112154,213.0,0
2988001,112182,160.0,0
2988002,112204,150.0,0
2988003,112225,311.95,0
2988004,112237,141.0,0
2988005,112258,188.0,0
2988006,112267,300.0,0
2988007,112286,59.0,0
2988008,112366,28.519,0
2988009,112445,59.0,0
2988010,112467,265.0,0
2988011,112493,335.0,0
2988012,112523,226.0,0
2988013,112524,169.95,0
2988014,112533,445.0,0
2988015,112637,50.0,0
2988016,112654,42.95,0
2988017,112656,169.95,0
2988018,112745,50.0,0
2988019,112766,226.0,0
2988020,112826,117.0,0
2988021,112841,50.0,0
2988022,112934,42.95,0
2988023,113002,60.0,0
2988024,113046,45.0,0
2988025,113073,92.0,0
2988026,113127,75.0,0
2988027,113144,35.0,0
2988028,113422,25.0,0
2988029,113429,157.95,0
2988030,113516,77.95,0
2988031,113522,554.0,0
2988032,113645,159.95,0
2988033,113651,45.073,0
2988034,113695,57.95,0
2988035,113715,50.0,0
2988036,113756,47.95,0
2988037,113823,20.0,0
2988038,113875,100.0,0
2988039,113964,112.99,0
2988040,114007,59.0,0
2988041,114340,50.0,0
2988042,114371,44.0,0
2988043,114532,40.0,0
2988044,114608,57.95,0
2988045,114703,120.0,0
2988046,114783,250.0,0
2988047,114809,226.0,0
2988048,114813,107.95,0
2988049,114875,87.95,0
2988050,114950,1134.7,0
2988051,115061,524.0,0
2988052,115073,73.97,0
2988053,115110,21.95,0
2988054,115116,219.99,0
2988055,115116,411.95,0
2988056,115210,200.0,0
2988057,115285,117.0,0
2988058,115536,44.5,0
2988059,115544,600.0,0
2988060,115568,59.0,0
2988061,115679,53.97,0
2988062,115800,90.872,1
2988063,116080,107.95,0
2988064,116130,90.872,1
2988065,116180,335.0,0
2988066,116209,737.0,0
2988067,116225,250.0,0
2988068,116240,169.95,0
2988069,116296,90.872,1
2988070,116372,126.0,0
2988071,116455,60.0,0
2988072,116497,203.0,0
