order,amount,y
294.0,73.0,0
294.0,33.33,0
297.0,6.86,0
297.0,54.75,0
297.0,6.2,0
297.0,12.31,0
298.0,13.99,0
298.0,36.0,0
300.0,1.91,0
302.0,90.0,0
302.0,9.99,0
303.0,2.95,0
303.0,90.0,0
304.0,1.98,0
305.0,379.63,0
307.0,52.9,0
307.0,9.97,0
308.0,60.0,0
309.0,1.0,0
309.0,14.6,0
310.0,7.8,0
310.0,22.09,0
310.0,222.5,0
311.0,11.5,0
311.0,8.58,0
312.0,140.6,0
312.0,493.44,0
312.0,33.26,0
313.0,15.08,0
313.0,68.0,0
315.0,11.46,0
315.0,69.99,0
317.0,19.99,0
317.0,7.69,0
318.0,10.0,0
322.0,1.79,0
322.0,9.99,0
322.0,29.56,0
323.0,0.77,0
323.0,52.0,0
324.0,0.89,0
325.0,17.24,0
327.0,36.71,0
328.0,2.5,0
330.0,55.76,0
330.0,32.38,0
331.0,0.89,0
332.0,11.34,0
333.0,75.0,0
333.0,216.0,0
335.0,1.03,0
335.0,4.8,0
336.0,7.72,0
339.0,2.0,0
339.0,98.0,0
340.0,47.0,0
340.0,0.99,0
341.0,22.0,0
341.0,62.63,0
342.0,197.63,0
343.0,75.83,0
344.0,456.71,0
346.0,6.0,0
346.0,5.0,0
346.0,10.99,0
347.0,204.03,0
348.0,3.99,0
351.0,12.99,0
352.0,13.99,0
352.0,2.67,0
353.0,12.87,0
353.0,611.76,0
354.0,2.31,0
354.0,11.38,0
354.0,23.88,0
355.0,2.61,0
355.0,19.64,0
356.0,20.48,0
356.0,105.87,0
356.0,15.0,0
357.0,0.75,0
358.0,17.43,0
358.0,41.64,0
359.0,1.29,0
360.0,0.89,0
362.0,79.0,0
363.0,37.92,0
365.0,74.22,0
365.0,0.68,0
366.0,9.99,0
366.0,97.47,0
367.0,1.29,0
368.0,1.98,0
368.0,1.98,0
369.0,1.0,0
369.0,32.63,0
369.0,1.98,0
370.0,4.79,0
373.0,10.29,0
373.0,1.79,0
375.0,29.18,0
376.0,12.89,0
376.0,4.45,0
376.0,11.39,0
377.0,40.83,0
378.0,85.25,0
379.0,881.13,0
380.0,0.0,0
380.0,9.99,0
382.0,45.38,0
383.0,17.99,0
383.0,16.0,0
384.0,510.22,0
386.0,1.0,0
386.0,575.33,0
387.0,10.0,0
388.0,12.99,0
388.0,9.99,0
389.0,8.93,0
389.0,29.95,0
391.0,27.7,0
392.0,82.29,0
393.0,64.04,0
394.0,1.0,0
394.0,1.55,0
399.0,15.19,0
402.0,0.01,0
403.0,0.0,0
403.0,411.88,0
403.0,52.4,0
403.0,15.0,0
404.0,0.99,0
405.0,27.13,0
406.0,1.98,0
406.0,0.0,1
406.0,46.68,0
407.0,146.25,0
408.0,7.3,0
409.0,0.77,0
409.0,72.0,0
410.0,56.09,0
410.0,39.77,0
410.0,0.89,0
411.0,235.7,0
411.0,10.0,0
413.0,40.0,0
413.0,57.5,0
413.0,30.0,0
414.0,29.99,0
414.0,1.0,0
415.0,24.02,0
417.0,8.61,0
417.0,29.99,0
417.0,0.89,0
421.0,10.69,0
421.0,12.41,0
421.0,1.0,0
422.0,60.92,0
423.0,43.34,0
423.0,3.75,0
425.0,3.59,0
426.0,16.19,0
426.0,4.95,0
427.0,11.36,0
427.0,12.98,0
427.0,539.17,0
427.0,246.96,0
427.0,10.0,0
430.0,0.0,0
430.0,2.31,0
430.0,30.0,0
432.0,102.13,0
432.0,22.03,0
433.0,34.27,0
433.0,5.31,0
434.0,25.03,0
436.0,15.8,0
438.0,2.0,0
438.0,8.49,0
439.0,3.67,0
439.0,0.77,0
441.0,9.27,0
441.0,50.0,0
442.0,2.23,0
442.0,77.98,0
443.0,46.77,0
444.0,399.07,0
446.0,17.99,0
446.0,64.0,0
448.0,11.99,0
449.0,10.2,0
450.0,75.65,0
452.0,49.98,0
453.0,92.91,0
454.0,9.65,0
455.0,1.98,0
457.0,121.48,0
457.0,2.72,0
458.0,13.0,0
459.0,2.99,0
459.0,6.99,0
460.0,50.78,0
460.0,13.49,0
460.0,79.0,0
460.0,2.85,0
462.0,13.99,0
463.0,55.0,0
463.0,37.57,0
463.0,1.0,0
464.0,11.99,0
464.0,1.48,0
465.0,7.69,0
466.0,20.0,0
471.0,48.0,0
472.0,0.92,0
472.0,17.57,0
472.0,529.0,1
472.0,59.88,0
476.0,1.0,0
477.0,9.51,0
478.0,1.79,0
478.0,10.0,0
478.0,79.0,0
479.0,1.0,0
480.0,0.75,0
480.0,732.0,0
481.0,1015.61,0
481.0,11.5,0
483.0,20.74,0
483.0,4.42,0
484.0,158.0,0
484.0,49.9,0
484.0,1.0,0
484.0,99.9,0
487.0,7.48,0
487.0,91.76,0
487.0,8.99,0
488.0,64.99,0
489.0,139.75,0
490.0,3.44,0
490.0,254.41,0
491.0,18.45,0
491.0,9.99,0
491.0,10.0,0
492.0,632.4,0
493.0,67.94,0
494.0,54.99,0
495.0,834.84,0
496.0,29.0,0
496.0,16.5,0
496.0,50.99,0
497.0,8.83,0
498.0,5.0,0
499.0,1.98,0
499.0,22.83,0
499.0,92.82,0
501.0,3.0,0
502.0,45.56,0
503.0,268.93,0
503.0,712.82,0
504.0,24.9,0
508.0,2.27,0
509.0,22.77,0
509.0,114.0,0
509.0,6.99,0
509.0,8.28,0
510.0,1.99,0
510.0,35.93,0
511.0,8.93,0
511.0,37.96,0
512.0,80.0,0
513.0,4.69,0
513.0,7.0,0
513.0,1.0,0
513.0,64.0,0
514.0,36.61,0
514.0,30.49,0
517.0,10.0,0
517.0,59.9,0
518.0,4.45,0
518.0,9.99,0
519.0,0.89,0
521.0,69.99,0
522.0,39.05,0
523.0,15.19,0
523.0,42.64,0
524.0,37.89,0
524.0,52.05,0
525.0,59.9,0
525.0,79.54,0
528.0,3.71,0
528.0,25.41,0
529.0,1.5,0
530.0,1.98,0
530.0,9.72,0
530.0,1.0,0
530.0,12.0,0
532.0,75.17,0
532.0,17.99,0
533.0,291.36,0
534.0,25.0,0
535.0,8.5,0
535.0,30.41,0
536.0,15.0,0
536.0,0.89,0
536.0,102.0,0
537.0,27.34,0
538.0,158.0,0
539.0,35.64,0
539.0,1.29,0
539.0,1.0,0
541.0,67.1,0
543.0,2.98,0
544.0,11.46,0
545.0,3.98,0
547.0,6.85,0
547.0,1.48,0
548.0,24.99,0
548.0,41.96,0
549.0,30.0,0
549.0,530.85,0
550.0,74.22,0
550.0,16.83,0
550.0,2.99,0
550.0,2.67,0
550.0,317.25,0
551.0,23.97,0
551.0,8.84,0
552.0,5.95,0
553.0,986.31,0
553.0,10.08,0
554.0,35.95,0
555.0,11.22,0
556.0,206.77,0
557.0,1.0,0
557.0,11.45,0
557.0,3.95,0
558.0,17.68,0
559.0,22.24,0
559.0,9.23,0
559.0,242.15,0
559.0,50.2,0
559.0,8.99,0
560.0,9.99,0
561.0,149.9,0
561.0,0.89,0
562.0,10.99,0
564.0,48.0,0
564.0,9.99,0
564.0,12.9,0
566.0,18.56,0
569.0,15.25,0
571.0,9.99,0
571.0,2.89,0
572.0,8.98,0
572.0,158.0,0
574.0,12.0,0
574.0,131.37,0
574.0,0.76,0
574.0,1.29,0
575.0,26.72,0
579.0,80.0,0
579.0,5.98,0
580.0,12.36,0
581.0,13.79,0
581.0,145.56,0
582.0,18.0,0
583.0,10.77,0
586.0,4.49,0
586.0,29.56,0
588.0,0.01,0
588.0,275.89,0
589.0,1.0,0
589.0,15.0,0
590.0,50.0,0
592.0,470.88,0
593.0,2.69,0
597.0,11.46,0
598.0,605.5,0
599.0,0.99,0
599.0,55.61,0
600.0,0.89,0
600.0,11.98,0
600.0,2.72,0
602.0,120.02,0
604.0,10.8,0
604.0,79.95,0
604.0,1.79,0
604.0,26.57,0
605.0,10.0,0
605.0,134.7,0
605.0,17.5,0
607.0,69.99,0
608.0,15.0,0
608.0,11.97,0
609.0,69.99,0
610.0,47.85,0
610.0,59.9,0
610.0,174.88,0
611.0,19.98,0
611.0,99.0,0
611.0,8.38,0
614.0,2.68,0
614.0,21.5,0
617.0,12.99,0
619.0,24.9,0
619.0,25.99,0
623.0,105.16,0
623.0,1.98,0
623.0,1.0,0
624.0,1.78,0
624.0,9.99,0
626.0,10.99,0
626.0,30.5,0
628.0,56.0,0
629.0,4.0,0
630.0,223.25,0
630.0,1.98,0
630.0,79.0,0
631.0,57.64,0
631.0,16.98,0
631.0,1.0,0
633.0,24.99,0
633.0,29.35,0
634.0,68.7,0
634.0,29.9,0
636.0,32.51,0
636.0,29.48,0
636.0,2.5,0
636.0,37.99,0
637.0,4.88,0
638.0,5.26,0
638.0,25.98,0
639.0,54.8,0
640.0,125.86,0
642.0,75.93,0
643.0,589.21,0
643.0,13.99,0
646.0,1.79,0
646.0,114.34,0
646.0,204.0,0
646.0,1.18,0
647.0,23.43,0
647.0,8.99,0
647.0,18.56,0
648.0,28.14,0
648.0,0.77,0
649.0,4.52,0
649.0,12.0,0
650.0,4.95,0
651.0,1.0,0
651.0,4.2,0
651.0,4.99,0
654.0,9.9,0
654.0,0.05,0
654.0,15.79,0
654.0,1.0,0
655.0,24.9,0
656.0,1602.99,0
656.0,8.99,0
656.0,7.04,0
656.0,158.0,0
657.0,1.0,0
658.0,1.78,0
659.0,8.9,0
659.0,117.28,0
660.0,15.0,0
661.0,99.0,0
663.0,19.54,0
664.0,60.0,0
665.0,73.0,0
666.0,0.05,0
666.0,13.99,0
666.0,64.63,0
666.0,47.76,0
666.0,3.58,0
667.0,24.9,0
668.0,3.1,0
668.0,1.98,0
670.0,57.7,0
670.0,17.68,0
671.0,42.56,0
672.0,7.95,0
672.0,0.89,0
672.0,94.86,0
672.0,0.05,0
674.0,22.0,0
674.0,0.92,0
674.0,24.9,0
676.0,39.05,0
677.0,32.14,0
677.0,16.31,0
677.0,0.89,0
678.0,15.8,0
679.0,0.05,0
679.0,25.39,0
680.0,24.9,0
680.0,89.95,0
681.0,9.99,0
683.0,287.57,0
684.0,9.99,0
685.0,1.0,0
685.0,217.0,0
685.0,8.91,0
687.0,53.54,0
688.0,64.99,0
691.0,0.05,0
692.0,60.0,0
692.0,10.99,0
692.0,1.98,0
693.0,24.9,0
693.0,0.85,0
694.0,64.0,0
694.0,18.0,0
694.0,17.24,0
696.0,22.61,0
696.0,18.56,0
699.0,23.43,0
699.0,15.38,0
701.0,171.32,0
702.0,143.9,0
704.0,24.38,0
704.0,1.29,0
705.0,4.99,0
705.0,6.55,0
705.0,1.0,0
707.0,25.0,0
708.0,9.87,0
710.0,25.0,0
711.0,0.0,0
711.0,12.15,0
711.0,0.77,0
713.0,13.98,0
713.0,33.99,0
714.0,24.95,0
714.0,0.89,0
715.0,69.97,0
716.0,8.99,0
717.0,5.0,0
718.0,9.99,0
718.0,9.48,0
718.0,467.74,0
719.0,8.96,0
719.0,51.45,0
720.0,5.0,0
721.0,1.46,0
721.0,5.0,0
722.0,767.7,0
722.0,87.47,0
723.0,131.95,0
723.0,179.84,0
725.0,0.76,0
726.0,9.44,0
726.0,8.99,0
728.0,4.49,0
729.0,13.94,0
729.0,1.98,0
730.0,500.0,0
730.0,5.45,0
731.0,9.95,0
734.0,0.89,0
734.0,0.89,0
734.0,94.65,0
735.0,10.38,0
735.0,15.15,0
736.0,25.3,0
737.0,1.98,0
737.0,25.85,0
738.0,220.28,0
739.0,9.99,0
741.0,294.95,0
741.0,29.99,0
741.0,8.12,0
742.0,25.95,0
742.0,11.98,0
742.0,16.5,0
742.0,11.5,0
743.0,153.0,0
744.0,138.0,0
744.0,0.1,0
745.0,1.29,0
746.0,47.9,0
747.0,16.18,0
748.0,82.39,0
749.0,354.85,0
750.0,15.37,0
750.0,5.91,0
751.0,14.05,0
751.0,3.9,0
752.0,1.78,0
753.0,30.0,0
755.0,82.37,0
755.0,8.0,0
756.0,2.69,0
756.0,2.5,0
756.0,7.28,0
758.0,0.99,0
758.0,2.49,0
758.0,1.0,0
758.0,291.38,0
759.0,15.0,0
760.0,82.39,0
761.0,792.2,0
762.0,29.99,0
763.0,15.0,0
763.0,29.95,0
764.0,1.98,0
765.0,16.45,0
766.0,9.99,0
766.0,62.85,0
769.0,1.0,0
769.0,0.89,0
769.0,0.76,0
770.0,39.09,0
770.0,112.38,0
770.0,1.98,0
772.0,1.78,0
773.0,41.4,0
774.0,8.94,0
774.0,78.44,0
775.0,1528.9,0
776.0,17.87,0
776.0,88.88,0
776.0,29.0,0
777.0,237.98,0
778.0,9.73,0
780.0,8.0,0
783.0,1.0,0
784.0,14.2,0
784.0,5.07,0
784.0,37.5,0
784.0,203.83,0
788.0,5.42,0
788.0,9.95,0
789.0,7.69,0
789.0,11.38,0
790.0,1.29,0
790.0,197.16,0
791.0,52.93,0
791.0,44.91,0
792.0,3.37,0
792.0,25.54,0
793.0,7.82,0
793.0,9.31,0
795.0,0.89,0
798.0,34.6,0
798.0,7.99,0
800.0,1.98,0
802.0,11.99,0
803.0,34.9,0
804.0,34.95,0
804.0,1.0,0
804.0,0.0,0
805.0,13.0,0
805.0,8.9,0
805.0,1.0,0
807.0,74.64,0
808.0,352.89,0
809.0,45.9,0
810.0,6.0,0
811.0,5.35,0
813.0,9.99,0
815.0,74.22,0
816.0,5.8,0
817.0,8.04,0
820.0,0.0,0
821.0,309.0,0
821.0,82.5,0
822.0,156.04,0
823.0,128.68,0
823.0,17.5,0
823.0,9.0,0
824.0,144.0,0
828.0,11.5,0
830.0,186.14,0
832.0,11.45,0
833.0,8.0,0
833.0,55.0,0
834.0,59.0,0
835.0,0.89,0
836.0,56.86,0
836.0,10.0,0
839.0,293.34,0
840.0,8.99,0
841.0,6.1,0
841.0,6.99,0
843.0,14.99,0
843.0,0.46,0
844.0,1.0,0
845.0,201.1,0
846.0,1.49,0
850.0,8.97,0
852.0,1.0,0
854.0,2.34,0
854.0,21.03,0
855.0,196.46,0
856.0,23.9,0
857.0,2.49,0
858.0,1.79,0
860.0,13.27,0
861.0,10.0,0
861.0,418.48,0
861.0,15.0,0
862.0,1.0,0
862.0,1.98,0
863.0,148.59,0
863.0,128.0,0
864.0,188.0,0
866.0,102.9,0
868.0,17.28,0
868.0,7.8,0
869.0,1.0,0
871.0,28.9,0
871.0,15.3,0
871.0,8.99,0
871.0,15.17,0
871.0,6.56,0
872.0,158.0,0
873.0,7.19,0
873.0,1.0,0
874.0,7.69,0
875.0,13.31,0
875.0,20.53,0
875.0,8.9,0
878.0,18.8,0
878.0,69.7,0
879.0,19.51,0
881.0,93.82,0
881.0,107.9,0
881.0,7.65,0
881.0,139.95,0
884.0,1.29,0
887.0,158.0,0
890.0,21.98,0
890.0,6.95,0
890.0,135.98,0
891.0,4.04,0
892.0,13.27,0
892.0,14.81,0
893.0,158.0,0
894.0,1.0,0
896.0,38.0,0
896.0,2.72,0
897.0,158.0,0
897.0,42.35,0
898.0,1.0,0
899.0,57.0,0
899.0,268.13,0
900.0,89.9,0
900.0,1.0,0
904.0,75.13,0
905.0,0.89,0
907.0,22.79,0
907.0,2.69,0
908.0,136.3,0
908.0,16.99,0
908.0,6.74,0
909.0,89.46,0
909.0,51.67,0
909.0,5.47,0
911.0,0.77,0
911.0,2.0,0
912.0,24.08,0
912.0,0.0,0
912.0,2.28,0
914.0,11.03,0
915.0,8.99,0
916.0,4.97,0
917.0,104.0,0
917.0,158.0,0
919.0,158.0,0
919.0,1.0,0
919.0,4.91,0
921.0,158.0,0
921.0,44.99,0
922.0,474.59,0
922.0,1.0,0
923.0,0.77,0
923.0,69.81,0
924.0,63.7,0
924.0,158.0,0
924.0,7.74,0
925.0,158.0,0
925.0,8.99,0
926.0,64.99,0
926.0,1.0,0
927.0,150.0,0
928.0,158.0,0
929.0,53.75,0
929.0,1.0,0
929.0,6.99,0
930.0,22.17,0
931.0,29.9,0
932.0,50.0,0
933.0,2.27,0
933.0,500.0,0
935.0,4.77,0
936.0,158.0,0
936.0,5.99,0
936.0,189.0,0
937.0,158.0,0
938.0,13.99,0
938.0,1.0,0
938.0,19.99,0
939.0,0.89,0
939.0,64.5,0
939.0,7.81,0
940.0,7.59,0
940.0,1.98,0
940.0,135.0,0
942.0,3.16,0
942.0,32.52,0
943.0,213.1,0
943.0,10.59,0
943.0,48.94,0
945.0,101.26,0
945.0,158.0,0
946.0,192.17,0
946.0,1.0,0
947.0,28.9,0
947.0,86.97,0
947.0,0.89,0
949.0,82.62,0
950.0,0.79,0
951.0,5.0,0
952.0,21.66,0
952.0,113.59,0
954.0,0.99,0
955.0,90.5,0
955.0,17.92,0
956.0,136.3,0
956.0,343.0,0
957.0,84.95,0
957.0,19.72,0
957.0,0.95,0
958.0,25.28,0
961.0,281.42,0
963.0,4.49,0
963.0,5.99,0
963.0,240.9,0
965.0,7.62,0
966.0,0.99,0
966.0,1.98,0
966.0,158.0,0
967.0,7.65,0
971.0,12.14,0
971.0,9.48,0
972.0,158.0,0
972.0,10.86,0
973.0,31.0,0
973.0,46.39,0
973.0,1.0,0
973.0,64.93,0
973.0,12.99,0
974.0,10.62,0
974.0,8.49,0
974.0,40.2,0
977.0,99.99,0
977.0,55.97,0
978.0,226.53,0
978.0,0.77,0
978.0,14.0,0
978.0,1.78,0
979.0,15.13,0
980.0,3.56,0
982.0,38.44,0
983.0,49.0,0
984.0,1.68,0
986.0,1.94,0
986.0,14.99,0
986.0,2.78,0
989.0,17.49,0
990.0,1736.0,0
990.0,11.84,0
991.0,53.39,0
993.0,1.98,0
994.0,11.43,0
994.0,12.86,0
997.0,10.81,0
999.0,1.0,0
999.0,1.79,0
1000.0,20.43,0
1000.0,26.0,0
1001.0,4.95,0
1001.0,12.94,0
1004.0,10.0,0
1005.0,11.0,0
1009.0,9.99,0
1015.0,1.45,0
1016.0,306.95,0
1018.0,32.97,0
1020.0,431.0,0
1021.0,195.0,0
1022.0,84.4,0
1022.0,158.0,0
1022.0,9.51,0
1023.0,1.98,0
1025.0,8.0,0
1026.0,10.82,0
1026.0,158.0,0
1027.0,1.0,0
1028.0,1.0,0
1029.0,49.5,0
1029.0,2.58,0
1029.0,0.92,0
1030.0,17.49,0
1030.0,1.78,0
1030.0,42.99,0
1034.0,2.58,0
1034.0,19.99,0
1034.0,233.15,0
1035.0,155.75,0
1036.0,76.13,0
1036.0,5.0,0
1036.0,9.95,0
1038.0,158.0,0
1038.0,158.0,0
1039.0,1.0,0
1040.0,149.98,0
1040.0,160.0,0
1040.0,25.0,0
1041.0,173.0,0
1041.0,0.76,0
1041.0,5.28,0
1041.0,274.72,0
1042.0,1.0,0
1043.0,158.0,0
1045.0,158.0,0
1045.0,158.0,0
1045.0,4.68,0
1046.0,1.0,0
1046.0,91.18,0
1046.0,2.69,0
1046.0,4.49,0
1047.0,4.99,0
1048.0,9.5,0
1049.0,5.47,0
1050.0,198.83,0
1051.0,0.12,0
1051.0,44.48,0
1051.0,36.26,0
1051.0,41.89,0
1052.0,8.99,0
1052.0,0.9,0
1053.0,21.48,0
1053.0,2.33,0
1054.0,1.0,0
1054.0,30.33,0
1055.0,10.62,0
1055.0,9.12,0
1055.0,196.33,0
1056.0,2.28,0
1057.0,32.14,0
1057.0,12.99,0
1058.0,6.25,0
1059.0,68.0,0
1059.0,48.43,0
1060.0,158.0,0
1061.0,21.87,0
1062.0,8.99,0
1064.0,16.9,0
1065.0,0.99,0
1065.0,500.0,0
1066.0,3.5,0
1066.0,20.0,0
1069.0,224.99,0
1069.0,50.0,0
1071.0,0.89,0
1072.0,12.48,0
1072.0,158.0,0
1072.0,10.95,0
1073.0,202.37,0
1074.0,158.0,0
1074.0,1.0,0
1074.0,8.97,0
1075.0,384.11,0
1077.0,158.0,0
1077.0,2452.03,0
1077.0,160.0,0
1078.0,4.86,0
1078.0,35.79,0
1079.0,0.77,0
1079.0,147.2,0
1079.0,0.76,0
1080.0,1.0,0
1081.0,71.73,0
1082.0,20.07,0
